product_id,old_name,category,price,base_price,status,amount,user_id,region,priority
P0182,Bag,Accessories,57724.08,58690.61,Completed,57724.08,1182,South,Low
P0183,Laptop,Electronics,18654.37,17817.7,Completed,18654.37,1183,South,High
P0184,Shoes,Clothing,16980.33,15824.7,Cancelled,16980.33,1184,North,Medium
P0185,Chair,Furniture,74973.15,65815.85,Completed,74973.15,,East,Medium
P0186,Fan,HomeAppliance,80545.44,66090.37,Cancelled,80545.44,,West,Medium
P0187,Laptop,Electronics,64170.19,58126.45,Cancelled,64170.19,,North,Medium
P0188,Laptop,Electronics,7584.77,7475.93,Completed,7584.77,1188,East,High
P0189,Chair,Furniture,20036.92,20837.92,Pending,20036.92,1189,North,Medium
P0190,Bag,Accessories,21666.16,21517.77,Completed,21666.16,1190,West,Medium
P0191,Bottle,Kitchen,11452.5,9672.6,Completed,11452.5,1191,South,Medium
P0192,Keyboard,Electronics,80630.24,79317.79,Completed,80630.24,,West,Medium
P0193,Headphones,Electronics,29158.35,28890.21,Completed,29158.35,1193,West,High
P0194,Fan,HomeAppliance,90091.81,75760.02,Completed,90091.81,,West,Medium
P0195,Phone,Electronics,30468.4,30288.44,Completed,30468.4,1195,North,High
P0196,Headphones,Electronics,2141.5,2074.78,Completed,2141.5,1196,South,Low
P0197,Laptop,Electronics,82968.93,79561.06,Completed,82968.93,1197,South,High
P0198,Bottle,Kitchen,57377.67,46718.91,Completed,57377.67,1198,South,High
P0199,Headphones,Electronics,30185.6,27634.47,Pending,30185.6,1199,East,Low
P0200,Phone,Electronics,63931.55,51987.45,Completed,63931.55,1200,West,Low
P0201,Table,Furniture,34470.1,32007.13,Completed,34470.1,1201,North,High
P0202,Mixer,HomeAppliance,57895.44,46764.28,Completed,57895.44,1202,East,Low
P0203,Keyboard,Electronics,5340.55,5362.45,Cancelled,5340.55,1203,North,Low
P0204,Shoes,Clothing,62436.49,64465.76,Pending,62436.49,1204,West,High
P0205,Mouse,Electronics,57057.72,59594.39,Cancelled,57057.72,1205,West,High
P0206,Watch,Accessories,10467.77,8622.58,Cancelled,10467.77,1206,East,High
P0207,Table,Furniture,39268.85,35736.96,Pending,39268.85,1207,West,Medium
P0208,Watch,Accessories,65712.35,65241.08,Cancelled,65712.35,1208,East,Medium
P0209,Bag,Accessories,38178.68,37697.26,Pending,38178.68,1209,East,Medium
P0210,Mouse,Electronics,22226.66,20423.56,Completed,22226.66,1210,South,High
P0211,Bag,Accessories,63038.14,56840.01,Completed,63038.14,1211,East,High
P0212,Bottle,Kitchen,58174.79,57491.46,Pending,58174.79,1212,East,Low
P0213,Table,Furniture,76649.86,69380.77,Completed,76649.86,1213,West,Medium
P0214,Phone,Electronics,71496.37,59828.54,Pending,71496.37,1214,North,High
P0215,Chair,Furniture,30105.24,27488.73,Cancelled,30105.24,1215,West,Low
P0216,Watch,Accessories,59318.29,51681.01,Completed,59318.29,1216,West,High
P0217,Mixer,HomeAppliance,46693.29,45761.43,Pending,46693.29,1217,West,Medium
P0218,Shirt,Clothing,71522.17,69886.13,Pending,71522.17,1218,West,High
P0219,Mouse,Electronics,56925.29,48441.56,Completed,56925.29,1219,North,Low
P0220,Mixer,HomeAppliance,51084.0,42889.36,Pending,51084.0,1220,South,Medium
P0221,Headphones,Electronics,80635.43,72652.91,Completed,80635.43,1221,South,Low
P0222,Headphones,Electronics,67692.04,54181.26,Pending,67692.04,1222,North,Medium
P0223,Phone,Electronics,43869.91,36418.6,Completed,43869.91,1223,East,High
P0224,Watch,Accessories,46406.79,44528.83,Completed,46406.79,1224,East,Low
P0225,Keyboard,Electronics,32692.89,33144.22,Pending,32692.89,1225,North,Medium
P0226,Table,Furniture,74688.61,73536.35,Completed,74688.61,1226,West,Medium
P0227,Table,Furniture,25756.2,24253.05,Completed,25756.2,1227,East,Low
P0228,Watch,Accessories,5616.25,4665.07,Completed,5616.25,1228,South,Low
P0229,Headphones,Electronics,3269.58,2670.27,Completed,3269.58,1229,East,High
P0230,Shoes,Clothing,47461.65,43723.17,Cancelled,47461.65,1230,South,Medium
P0231,Chair,Furniture,25143.1,22037.79,Completed,25143.1,1231,West,Low
P0232,Table,Furniture,10507.99,10700.94,Pending,10507.99,1232,South,Medium
P0233,Mouse,Electronics,70434.47,60308.14,Completed,70434.47,1233,South,High
P0234,Bag,Accessories,45878.58,44966.44,Completed,45878.58,1234,North,Medium
P0235,Bottle,Kitchen,18352.6,16762.94,Pending,18352.6,1235,East,Medium
P0236,Keyboard,Electronics,10305.99,8426.57,Completed,10305.99,1236,South,Medium
P0237,Table,Furniture,3204.33,3108.55,Completed,3204.33,1237,North,Low
P0238,Keyboard,Electronics,77799.39,67853.05,Cancelled,77799.39,1238,East,Low
P0239,Chair,Furniture,78747.08,67438.35,Completed,78747.08,1239,West,Low
P0240,Bottle,Kitchen,9069.05,7458.06,Completed,9069.05,1240,West,Low
P0241,Shoes,Clothing,62693.05,62366.36,Completed,62693.05,1241,North,High
P0242,Laptop,Electronics,84436.07,72463.41,Completed,84436.07,1242,South,Medium
P0243,Keyboard,Electronics,92426.73,78525.61,Pending,92426.73,,East,High
P0244,Mixer,HomeAppliance,80721.02,68018.65,Cancelled,80721.02,1244,North,Low
P0245,Bag,Accessories,47281.18,38131.03,Completed,47281.18,1245,South,Low
P0246,Fan,HomeAppliance,58468.12,50420.7,Cancelled,58468.12,1246,East,Medium
P0247,Phone,Electronics,13729.3,13562.83,Completed,13729.3,1247,North,High
P0248,Headphones,Electronics,67237.95,61242.33,Cancelled,67237.95,1248,East,Medium
P0249,Keyboard,Electronics,45565.6,41459.61,Completed,45565.6,1249,West,Low
P0250,Mixer,HomeAppliance,12985.1,10670.19,Completed,12985.1,1250,East,Low
P0251,Mixer,HomeAppliance,98109.75,79329.52,Cancelled,98109.75,1251,South,Medium
P0252,Headphones,Electronics,56875.17,45570.12,Pending,56875.17,1252,South,Medium
P0253,Bag,Accessories,56807.45,52961.78,Completed,56807.45,1253,East,High
P0254,Mouse,Electronics,21576.61,17544.46,Completed,21576.61,1254,West,Low
P0255,Headphones,Electronics,39299.9,38304.25,Completed,39299.9,1255,South,Medium
P0256,Watch,Accessories,28172.89,28560.49,Completed,28172.89,1256,South,High
P0257,Phone,Electronics,19210.19,18327.9,Completed,19210.19,1257,North,Medium
P0258,Phone,Electronics,54844.06,47528.42,Pending,54844.06,1258,East,Medium
P0259,Keyboard,Electronics,61624.68,56714.31,Completed,61624.68,1259,West,Medium
P0260,Headphones,Electronics,86466.25,78263.91,Completed,86466.25,1260,North,Low
P0261,Table,Furniture,73309.99,61390.63,Pending,73309.99,1261,West,High
P0262,Keyboard,Electronics,71807.71,60454.86,Completed,71807.71,1262,East,High
P0263,Bottle,Kitchen,56789.66,48341.9,Completed,56789.66,1263,West,Low
P0264,Headphones,Electronics,11681.81,10847.54,Completed,11681.81,1264,South,Medium
P0265,Chair,Furniture,35808.13,31369.98,Completed,35808.13,1265,West,Medium
P0266,Phone,Electronics,72567.34,61248.72,Pending,72567.34,1266,West,Low
P0267,Mouse,Electronics,32988.8,27399.73,Cancelled,32988.8,1267,West,Low
P0268,Shirt,Clothing,73172.78,63387.29,Completed,73172.78,1268,North,Medium
P0269,Phone,Electronics,32670.53,32085.09,Pending,32670.53,1269,North,Low
P0270,Mouse,Electronics,5538.71,5530.96,Pending,5538.71,1270,South,Low
P0271,Mouse,Electronics,44334.05,38627.1,Completed,44334.05,1271,West,High
P0272,Bag,Accessories,92535.16,77777.39,Completed,92535.16,1272,West,Low
P0273,Mixer,HomeAppliance,52185.49,42638.67,Completed,52185.49,1273,West,Low
P0274,Shoes,Clothing,89598.18,71803.82,Completed,89598.18,1274,West,High
P0275,Headphones,Electronics,34572.79,34901.24,Pending,34572.79,1275,South,Medium
P0276,Fan,HomeAppliance,24738.83,22015.04,Completed,24738.83,1276,West,Low
P0277,Bag,Accessories,2951.45,2749.93,Pending,2951.45,1277,West,Medium
P0278,Bottle,Kitchen,28112.26,25771.42,Completed,28112.26,1278,North,Medium
P0279,Bottle,Kitchen,52120.02,52342.92,Cancelled,52120.02,1279,East,Low
P0280,Phone,Electronics,7941.6,7392.9,Completed,7941.6,1280,South,High
P0281,Chair,Furniture,85309.14,77156.59,Pending,85309.14,1281,South,High
P0282,Shirt,Clothing,47546.73,38593.1,Completed,47546.73,1282,East,Medium
P0283,Fan,HomeAppliance,26277.57,24838.95,Completed,26277.57,1283,East,High
P0284,Shoes,Clothing,19285.86,16069.57,Completed,19285.86,1284,West,Low
P0285,Mouse,Electronics,19270.25,17339.66,Pending,19270.25,1285,North,Low
P0286,Headphones,Electronics,56030.55,52236.18,Pending,56030.55,1286,North,Low
P0287,Watch,Accessories,75555.57,71468.8,Completed,75555.57,1287,South,High
P0288,Shirt,Clothing,54375.5,50200.75,Completed,54375.5,1288,North,Medium
P0289,Shoes,Clothing,91903.06,79522.6,Pending,91903.06,1289,West,Low
P0290,Mixer,HomeAppliance,78561.01,78880.57,Pending,78561.01,1290,East,Medium
P0291,Watch,Accessories,60246.75,58919.57,Completed,60246.75,1291,North,Low
P0292,Chair,Furniture,15508.45,13769.26,Pending,15508.45,1292,East,High
P0293,Keyboard,Electronics,73362.8,60666.65,Pending,73362.8,1293,South,Low
P0294,Chair,Furniture,71426.5,71319.38,Completed,71426.5,1294,North,Medium
P0295,Table,Furniture,2472.98,2024.5,Completed,2472.98,1295,West,Low
P0296,Phone,Electronics,30421.38,29492.76,Pending,30421.38,1296,North,Low
P0297,Bottle,Kitchen,55028.69,53029.94,Pending,55028.69,1297,South,Low
P0298,Shoes,Clothing,31235.1,31724.54,Completed,31235.1,1298,East,Medium
P0299,Mixer,HomeAppliance,5878.97,5458.66,Completed,5878.97,1299,East,Medium
P0300,Watch,Accessories,54932.66,45733.28,Completed,54932.66,1300,East,Medium
P0301,Bag,Accessories,14901.18,13529.21,Completed,14901.18,,North,Medium
P0302,Shirt,Clothing,22460.81,21814.97,Pending,22460.81,,South,Low
P0303,Chair,Furniture,30702.08,27998.35,Completed,30702.08,1303,North,Medium
P0304,Bag,Accessories,19126.77,15659.11,Cancelled,19126.77,1304,East,High
P0305,Fan,HomeAppliance,63494.19,61611.69,Completed,63494.19,1305,South,Low
P0306,Chair,Furniture,79365.64,67488.77,Completed,79365.64,1306,North,Medium
P0307,Table,Furniture,55587.02,49541.25,Completed,55587.02,1307,West,Low
P0308,Table,Furniture,38307.13,37184.14,Completed,38307.13,1308,West,High
P0309,Shirt,Clothing,50433.41,45388.59,Cancelled,50433.41,1309,South,Medium
P0310,Bottle,Kitchen,14646.39,14837.55,Pending,14646.39,1310,North,Medium
P0311,Laptop,Electronics,84834.06,79514.57,Completed,84834.06,1311,South,Medium
P0312,Table,Furniture,41948.9,38161.84,Completed,41948.9,1312,East,High
P0313,Fan,HomeAppliance,57928.9,49127.49,Completed,57928.9,1313,South,Medium
P0314,Keyboard,Electronics,46646.8,46846.64,Completed,46646.8,1314,East,High
P0315,Laptop,Electronics,26492.21,21822.21,Completed,26492.21,1315,South,High
P0316,Keyboard,Electronics,66482.9,57517.48,Completed,66482.9,1316,North,Medium
P0317,Fan,HomeAppliance,37948.42,32544.71,Pending,37948.42,1317,West,Low
P0318,Watch,Accessories,44350.04,46496.56,Pending,44350.04,1318,South,High
P0319,Mixer,HomeAppliance,67001.17,54376.14,Completed,67001.17,1319,South,Medium
P0320,Watch,Accessories,27205.01,23692.61,Cancelled,27205.01,,East,High
P0321,Headphones,Electronics,61789.89,54598.14,Completed,61789.89,1321,South,Medium
P0322,Shirt,Clothing,94312.53,78287.5,Cancelled,94312.53,1322,North,Medium
P0323,Watch,Accessories,70700.24,69575.73,Completed,70700.24,1323,West,Medium
P0324,Shirt,Clothing,16056.3,13954.05,Cancelled,16056.3,1324,South,Medium
P0325,Shoes,Clothing,19369.05,17620.97,Completed,19369.05,1325,North,Medium
P0326,Bag,Accessories,41875.46,40276.48,Completed,41875.46,1326,North,Medium
P0327,Watch,Accessories,54696.0,44545.94,Completed,54696.0,1327,West,Medium
P0328,Bag,Accessories,18776.99,18693.08,Pending,18776.99,1328,West,Low
P0329,Table,Furniture,68216.18,55299.98,Cancelled,68216.18,1329,East,High
P0330,Laptop,Electronics,27426.5,26605.01,Completed,27426.5,1330,West,High
P0331,Mouse,Electronics,11013.12,9145.92,Completed,11013.12,,South,High
P0332,Bag,Accessories,82504.94,75904.71,Pending,82504.94,1332,North,High
P0333,Watch,Accessories,86966.73,73078.57,Pending,86966.73,1333,West,Low
P0334,Bottle,Kitchen,34353.38,29581.09,Completed,34353.38,1334,South,High
P0335,Fan,HomeAppliance,22709.18,21009.87,Pending,22709.18,1335,East,High
P0336,Headphones,Electronics,50476.19,49919.15,Completed,50476.19,1336,South,Low
