product_id,product_name,category,subcategory,cost_price
249,T-Shirt,Clothing,T-Shirt,440
250,Jacket,Clothing,Jacket,3197
251,Table,Home,Table,1152
252,Fan,Home,Fan,1224
253,Lamp,Home,Lamp,2673
254,Lamp,Home,Lamp,1954
255,Table,Home,Table,4157
256,Lamp,Home,Lamp,3910
257,Fan,Home,Fan,826
258,Table,Home,Table,2676
259,Fan,Home,Fan,1740
260,Sofa,Home,Sofa,4411
261,Table,Home,Table,3606
262,Fan,Home,Fan,2633
263,Fan,Home,Fan,3104
264,Lamp,Home,Lamp,2621
265,Table,Home,Table,3028
266,Fan,Home,Fan,2342
267,Table,Home,Table,1240
268,Fan,Home,Fan,113
269,Lamp,Home,Lamp,4680
270,Lamp,Home,Lamp,2555
271,Sofa,Home,Sofa,288
272,Chair,Home,Chair,4109
273,Chair,Home,Chair,2996
274,Sofa,Home,Sofa,1901
275,Chair,Home,Chair,2046
276,Lamp,Home,Lamp,3085
277,Sofa,Home,Sofa,2395
278,Chair,Home,Chair,2188
279,Sofa,Home,Sofa,4441
280,Lamp,Home,Lamp,412
281,Table,Home,Table,1429
282,Sofa,Home,Sofa,4447
283,Lamp,Home,Lamp,4416
284,Sofa,Home,Sofa,2393
285,Sofa,Home,Sofa,4552
286,Table,Home,Table,2428
287,Lamp,Home,Lamp,4567
288,Fan,Home,Fan,2770
289,Table,Home,Table,3168
290,Chair,Home,Chair,1694
291,Lamp,Home,Lamp,2571
292,Table,Home,Table,3255
293,Lamp,Home,Lamp,3009
294,Sofa,Home,Sofa,110
295,Sofa,Home,Sofa,3834
296,Table,Home,Table,2932
297,Sofa,Home,Sofa,4718
298,Table,Home,Table,872
299,Chair,Home,Chair,4828
300,Sofa,Home,Sofa,280
301,Chair,Home,Chair,3156
302,Table,Home,Table,647
303,Table,Home,Table,4901
304,Sofa,Home,Sofa,303
305,Lamp,Home,Lamp,2901
306,Sofa,Home,Sofa,4991
307,Chair,Home,Chair,4752
308,Fan,Home,Fan,3727
309,Table,Home,Table,3356
310,Fan,Home,Fan,1221
311,Lamp,Home,Lamp,105
312,Chair,Home,Chair,3908
313,Fan,Home,Fan,620
314,Lamp,Home,Lamp,712
315,Chair,Home,Chair,3791
316,Table,Home,Table,3069
317,Chair,Home,Chair,3220
318,Lamp,Home,Lamp,1203
319,Table,Home,Table,1315
320,Table,Home,Table,416
321,Lamp,Home,Lamp,4673
322,Lamp,Home,Lamp,4127
323,Table,Home,Table,1687
324,Table,Home,Table,2299
325,Sofa,Home,Sofa,2582
326,Table,Home,Table,4369
327,Table,Home,Table,2394
328,Lamp,Home,Lamp,2398
329,Fan,Home,Fan,2344
330,Lamp,Home,Lamp,1462
331,Table,Home,Table,2561
332,Table,Home,Table,2114
333,Lamp,Home,Lamp,2410
334,Chair,Home,Chair,2698
335,Sofa,Home,Sofa,2091
336,Fan,Home,Fan,1878
337,Lamp,Home,Lamp,1715
338,Lamp,Home,Lamp,2269
339,Lamp,Home,Lamp,361
340,Lamp,Home,Lamp,3615
341,Lamp,Home,Lamp,2992
342,Chair,Home,Chair,4721
343,Table,Home,Table,643
344,Fan,Home,Fan,4853
345,Sofa,Home,Sofa,3311
346,Lamp,Home,Lamp,4345
347,Lamp,Home,Lamp,1663
348,Lamp,Home,Lamp,2472
349,Lamp,Home,Lamp,4175
350,Sofa,Home,Sofa,160
351,Table,Home,Table,1622
352,Sofa,Home,Sofa,1641
353,Chair,Home,Chair,4029
354,Chair,Home,Chair,2051
355,Table,Home,Table,1616
356,Fan,Home,Fan,991
357,Lamp,Home,Lamp,4001
358,Chair,Home,Chair,602
359,Lamp,Home,Lamp,1816
360,Chair,Home,Chair,2076
361,Fan,Home,Fan,2939
362,Lamp,Home,Lamp,473
363,Lamp,Home,Lamp,1297
364,Lamp,Home,Lamp,1180
365,Lamp,Home,Lamp,4735
366,Fan,Home,Fan,2563
367,Fan,Home,Fan,657
368,Table,Home,Table,3713
369,Fan,Home,Fan,629
370,Chair,Home,Chair,3831
371,Chair,Home,Chair,2035
372,Sofa,Home,Sofa,3842
373,Chair,Home,Chair,3402
374,Fan,Home,Fan,3272
375,Sofa,Home,Sofa,3785
376,Ai Book,Books,AI Book,2181
377,Sql Book,Books,SQL Book,2713
378,Python Book,Books,Python Book,3678
379,Ml Book,Books,ML Book,3592
380,Ml Book,Books,ML Book,1650
381,Math Book,Books,Math Book,2622
382,Ai Book,Books,AI Book,232
383,Math Book,Books,Math Book,728
384,Sql Book,Books,SQL Book,2904
385,Math Book,Books,Math Book,4674
386,Ai Book,Books,AI Book,4158
387,Ai Book,Books,AI Book,3029
388,Math Book,Books,Math Book,915
389,Python Book,Books,Python Book,3414
390,Ml Book,Books,ML Book,865
391,Math Book,Books,Math Book,1299
392,Python Book,Books,Python Book,2231
393,Ai Book,Books,AI Book,817
394,Sql Book,Books,SQL Book,1884
395,Ai Book,Books,AI Book,3992
396,Sql Book,Books,SQL Book,2362
397,Python Book,Books,Python Book,3587
398,Ml Book,Books,ML Book,2133
399,Python Book,Books,Python Book,3407
400,Math Book,Books,Math Book,1369
401,Ai Book,Books,AI Book,502
402,Ai Book,Books,AI Book,915
403,Math Book,Books,Math Book,2268
404,Ai Book,Books,AI Book,3275
405,Math Book,Books,Math Book,3267
406,Ml Book,Books,ML Book,2269
407,Sql Book,Books,SQL Book,2341
408,Math Book,Books,Math Book,2590
409,Math Book,Books,Math Book,2705
410,Math Book,Books,Math Book,3300
411,Python Book,Books,Python Book,2443
412,Ml Book,Books,ML Book,1995
413,Math Book,Books,Math Book,3958
414,Ml Book,Books,ML Book,3965
415,Math Book,Books,Math Book,1588
416,Math Book,Books,Math Book,3722
417,Ml Book,Books,ML Book,4424
418,Python Book,Books,Python Book,4931
419,Sql Book,Books,SQL Book,4149
420,Python Book,Books,Python Book,1193
421,Math Book,Books,Math Book,3096
422,Ml Book,Books,ML Book,2953
423,Math Book,Books,Math Book,4231
424,Math Book,Books,Math Book,4520
425,Ml Book,Books,ML Book,2608
426,Ml Book,Books,ML Book,3592
427,Ml Book,Books,ML Book,452
428,Ai Book,Books,AI Book,2636
429,Sql Book,Books,SQL Book,1038
430,Math Book,Books,Math Book,4120
431,Ml Book,Books,ML Book,168
432,Ml Book,Books,ML Book,2282
433,Ml Book,Books,ML Book,3291
434,Sql Book,Books,SQL Book,4439
435,Ai Book,Books,AI Book,1652
436,Math Book,Books,Math Book,783
437,Sql Book,Books,SQL Book,2602
438,Math Book,Books,Math Book,4037
439,Ml Book,Books,ML Book,233
440,Ai Book,Books,AI Book,3051
441,Math Book,Books,Math Book,4003
442,Math Book,Books,Math Book,3621
443,Ai Book,Books,AI Book,2289
444,Python Book,Books,Python Book,1005
445,Ai Book,Books,AI Book,2237
446,Python Book,Books,Python Book,1461
447,Python Book,Books,Python Book,1389
448,Sql Book,Books,SQL Book,1340
449,Math Book,Books,Math Book,223
450,Math Book,Books,Math Book,4272
451,Math Book,Books,Math Book,3320
452,Ml Book,Books,ML Book,347
453,Ml Book,Books,ML Book,3371
454,Sql Book,Books,SQL Book,1053
455,Ml Book,Books,ML Book,2751
456,Ml Book,Books,ML Book,681
457,Python Book,Books,Python Book,1069
458,Math Book,Books,Math Book,3870
459,Math Book,Books,Math Book,1565
460,Sql Book,Books,SQL Book,1353
461,Math Book,Books,Math Book,3600
462,Python Book,Books,Python Book,1690
463,Ai Book,Books,AI Book,2060
464,Python Book,Books,Python Book,2848
465,Ai Book,Books,AI Book,684
466,Ai Book,Books,AI Book,1073
467,Python Book,Books,Python Book,1425
468,Ai Book,Books,AI Book,4130
469,Python Book,Books,Python Book,2207
470,Ai Book,Books,AI Book,524
471,Python Book,Books,Python Book,4997
472,Ai Book,Books,AI Book,3233
473,Sql Book,Books,SQL Book,3102
474,Ai Book,Books,AI Book,2015
475,Ml Book,Books,ML Book,4065
476,Math Book,Books,Math Book,2901
477,Ai Book,Books,AI Book,515
478,Ml Book,Books,ML Book,2830
479,Math Book,Books,Math Book,1973
480,Python Book,Books,Python Book,4127
481,Ml Book,Books,ML Book,1850
482,Ai Book,Books,AI Book,2142
483,Ai Book,Books,AI Book,2051
484,Python Book,Books,Python Book,509
485,Python Book,Books,Python Book,2391
486,Sql Book,Books,SQL Book,1176
487,Sql Book,Books,SQL Book,886
488,Python Book,Books,Python Book,4013
489,Ml Book,Books,ML Book,4094
490,Sql Book,Books,SQL Book,994
491,Python Book,Books,Python Book,3101
492,Python Book,Books,Python Book,212
493,Sql Book,Books,SQL Book,2874
494,Sql Book,Books,SQL Book,546
495,Sql Book,Books,SQL Book,4175
496,Sql Book,Books,SQL Book,1960
497,Python Book,Books,Python Book,313
498,Math Book,Books,Math Book,411
499,Python Book,Books,Python Book,4276
500,Sql Book,Books,SQL Book,3469
