order_id,customer_id,order_date,status,region_code
46,240.0,2025-11-05 21:11:45,CANCELLED,SOUTH
47,20.0,2025-01-26 20:14:39,DELIVERED,SOUTH
48,428.0,2026-07-07 18:20:09,RETURNED,EAST
49,373.0,2025-07-09 14:02:25,SHIPPED,NORTH
50,361.0,2025-10-07 09:43:00,SHIPPED,WEST
51,336.0,2026-02-07 16:54:25,RETURNED,SOUTH
52,235.0,2025-12-26 16:48:39,PLACED,WEST
53,60.0,2025-02-25 06:22:30,CANCELLED,NORTH
54,,2026-05-22 15:56:00,CANCELLED,WEST
55,74.0,2026-04-07 20:11:03,DELIVERED,WEST
56,383.0,2024-10-17 19:24:47,CANCELLED,WEST
57,8.0,2025-04-07 11:26:42,DELIVERED,WEST
58,122.0,02-05-2026 12:50:54,CANCELLED,SOUTH
59,49.0,2024-11-08 20:00:24,CANCELLED,WEST
60,69.0,2024-12-04 07:44:06,CANCELLED,WEST
61,346.0,2024-09-11 19:18:06,PLACED,WEST
62,226.0,2024-08-25 04:40:17,PLACED,NORTH
63,177.0,2024-09-02 18:02:54,PLACED,SOUTH
64,393.0,2024-11-27 02:03:33,PLACED,WEST
65,387.0,2024-09-05 11:42:35,CANCELLED,NORTH
66,406.0,2024-11-22 19:34:56,SHIPPED,WEST
67,373.0,2026-07-17 21:19:08,PLACED,SOUTH
68,318.0,2024-07-21 06:02:49,SHIPPED,EAST
69,318.0,2025-09-05 23:16:17,PLACED,EAST
70,223.0,2026-04-20 10:51:11,CANCELLED,WEST
71,287.0,2025-05-27 03:32:24,SHIPPED,EAST
72,468.0,2026-07-13 13:47:56,CANCELLED,SOUTH
73,433.0,2026-06-17 20:29:34,RETURNED,NORTH
74,33.0,2024-09-16 13:24:40,RETURNED,NORTH
75,338.0,2026-01-14 18:53:29,CANCELLED,SOUTH
76,342.0,2024-12-30 11:00:10,CANCELLED,WEST
77,72.0,2024-08-15 00:31:48,PLACED,NORTH
78,227.0,2026-06-09 10:36:03,CANCELLED,WEST
79,69.0,2024-07-21 21:48:37,CANCELLED,NORTH
80,286.0,2025-02-08 04:57:14,SHIPPED,WEST
81,490.0,2024-10-02 08:01:52,SHIPPED,WEST
82,422.0,2025-11-25 23:14:05,CANCELLED,EAST
83,,2025-12-28 12:54:17,RETURNED,WEST
84,94.0,2025-11-28 14:55:43,SHIPPED,EAST
85,286.0,2025-01-25 23:45:21,SHIPPED,EAST
86,384.0,2026-03-31 10:57:49,SHIPPED,WEST
87,48.0,2025-10-23 03:12:58,PLACED,EAST
88,470.0,2025-11-25 12:10:25,PLACED,SOUTH
89,286.0,2026-01-04 05:17:12,SHIPPED,NORTH
90,302.0,2025-07-07 08:41:08,DELIVERED,SOUTH
91,285.0,2026-02-27 11:07:47,RETURNED,EAST
92,474.0,2025-08-28 00:06:20,PLACED,WEST
93,350.0,2025-10-01 11:48:08,DELIVERED,NORTH
94,147.0,2025-07-04 21:26:39,CANCELLED,EAST
95,258.0,2025-06-23 16:52:11,RETURNED,SOUTH
96,401.0,2025-03-02 23:14:56,DELIVERED,NORTH
97,435.0,2025-09-23 19:02:43,PLACED,SOUTH
98,383.0,2025-05-05 05:17:36,SHIPPED,SOUTH
99,419.0,2025-10-14 11:34:58,CANCELLED,NORTH
100,93.0,2025-09-29 09:21:12,DELIVERED,EAST
101,189.0,2026-06-04 11:58:16,SHIPPED,EAST
102,206.0,2025-09-11 13:14:55,DELIVERED,WEST
103,364.0,2025-11-01 05:13:00,SHIPPED,NORTH
104,405.0,2026-05-16 19:41:43,DELIVERED,EAST
105,57.0,2025-05-25 19:39:35,SHIPPED,SOUTH
106,446.0,2025-02-19 19:38:48,CANCELLED,WEST
107,110.0,2026-04-21 08:00:51,CANCELLED,NORTH
108,128.0,2025-01-16 01:06:35,RETURNED,EAST
109,395.0,02-12-2025 16:32:08,DELIVERED,EAST
110,22.0,2025-06-24 21:04:02,RETURNED,EAST
111,397.0,2026-02-08 18:16:21,CANCELLED,NORTH
112,204.0,2024-09-13 22:48:57,DELIVERED,NORTH
113,176.0,2025-12-16 01:10:51,PLACED,EAST
114,236.0,2025-03-23 15:18:46,SHIPPED,NORTH
115,269.0,2025-12-12 12:58:04,SHIPPED,WEST
116,9.0,2025-07-11 23:55:45,DELIVERED,NORTH
117,238.0,2025-08-12 11:14:12,PLACED,EAST
118,45.0,2025-03-10 20:07:51,RETURNED,EAST
119,459.0,2025-02-25 09:42:03,SHIPPED,SOUTH
120,84.0,2025-07-14 09:55:22,DELIVERED,EAST
121,104.0,2025-06-16 01:43:39,RETURNED,NORTH
122,78.0,2025-12-30 07:43:09,DELIVERED,EAST
123,34.0,2026-05-06 22:42:39,SHIPPED,SOUTH
124,230.0,2026-06-13 05:08:23,RETURNED,SOUTH
125,280.0,2026-04-12 00:11:27,PLACED,EAST
126,251.0,2025-03-29 06:51:02,PLACED,WEST
127,304.0,29-08-2025 23:36:09,SHIPPED,WEST
128,259.0,2025-01-03 18:26:52,DELIVERED,EAST
129,1.0,2025-08-08 05:35:10,PLACED,SOUTH
130,439.0,2025-10-21 17:12:27,CANCELLED,WEST
131,455.0,2024-12-27 11:17:19,DELIVERED,SOUTH
132,149.0,2025-08-25 16:31:39,SHIPPED,EAST
133,353.0,2025-01-29 18:44:13,DELIVERED,EAST
134,487.0,2026-06-22 19:45:08,RETURNED,SOUTH
135,289.0,2025-12-31 18:25:35,CANCELLED,SOUTH
136,103.0,2025-03-14 22:20:48,PLACED,NORTH
137,223.0,2025-10-05 12:22:59,CANCELLED,NORTH
138,,2025-01-25 06:46:39,RETURNED,EAST
139,311.0,2025-09-08 05:34:45,SHIPPED,EAST
140,435.0,2026-01-09 23:26:31,RETURNED,WEST
141,48.0,2025-09-19 17:33:59,RETURNED,SOUTH
142,264.0,2026-01-08 10:43:30,PLACED,NORTH
143,64.0,2026-07-08 14:18:33,SHIPPED,NORTH
144,,2024-09-25 00:30:27,PLACED,SOUTH
145,273.0,2025-08-21 03:29:31,RETURNED,NORTH
146,475.0,2024-11-10 06:36:09,PLACED,SOUTH
147,371.0,2026-04-18 08:46:46,DELIVERED,EAST
148,183.0,2026-01-19 09:53:27,RETURNED,NORTH
149,246.0,2026-01-07 09:27:38,RETURNED,EAST
150,41.0,2025-06-25 16:47:23,RETURNED,EAST
151,276.0,2026-01-17 18:13:56,SHIPPED,WEST
152,83.0,2026-02-01 18:21:13,RETURNED,EAST
153,251.0,2025-03-24 10:18:43,SHIPPED,WEST
154,338.0,2026-01-03 04:45:27,DELIVERED,SOUTH
155,,2025-02-16 18:45:11,DELIVERED,EAST
156,253.0,2025-10-16 15:58:46,CANCELLED,WEST
157,353.0,2025-07-24 02:22:45,CANCELLED,NORTH
158,491.0,2025-07-02 21:10:07,CANCELLED,EAST
159,179.0,2025-07-24 20:26:58,DELIVERED,NORTH
160,214.0,2025-11-10 02:41:32,DELIVERED,SOUTH
161,50.0,2026-05-13 18:23:46,CANCELLED,SOUTH
162,98.0,2024-11-15 01:01:41,CANCELLED,NORTH
163,427.0,2025-02-15 17:10:49,CANCELLED,NORTH
164,480.0,2025-09-02 02:15:39,RETURNED,WEST
165,348.0,2025-08-19 05:09:10,SHIPPED,NORTH
166,254.0,2025-11-28 19:20:57,RETURNED,SOUTH
167,,2025-06-23 17:48:34,SHIPPED,SOUTH
168,372.0,2025-06-12 20:59:45,CANCELLED,WEST
169,158.0,2026-01-19 09:36:05,DELIVERED,SOUTH
170,126.0,2024-12-02 17:34:45,PLACED,EAST
171,416.0,2025-10-20 11:01:21,CANCELLED,WEST
172,435.0,2026-04-25 04:28:50,PLACED,WEST
173,75.0,2024-12-06 06:14:54,SHIPPED,WEST
174,39.0,2026-07-04 20:21:21,SHIPPED,EAST
175,53.0,2024-10-27 05:53:31,RETURNED,NORTH
176,359.0,2024-07-31 09:32:37,RETURNED,NORTH
177,214.0,2024-08-07 05:07:27,DELIVERED,SOUTH
178,184.0,2026-01-25 10:21:13,DELIVERED,NORTH
179,121.0,2025-09-19 20:54:41,DELIVERED,WEST
180,430.0,2024-09-18 20:15:42,DELIVERED,SOUTH
181,19.0,2025-01-01 04:59:09,DELIVERED,SOUTH
182,400.0,2024-10-13 18:14:24,RETURNED,EAST
183,210.0,2025-10-01 20:24:23,PLACED,EAST
184,86.0,2025-05-10 02:00:44,CANCELLED,SOUTH
185,325.0,2026-02-23 05:47:02,CANCELLED,EAST
186,,2024-08-24 07:04:54,SHIPPED,NORTH
187,401.0,2025-10-10 05:35:34,RETURNED,SOUTH
188,494.0,2026-05-05 08:01:11,PLACED,NORTH
189,177.0,2025-08-22 08:36:19,CANCELLED,EAST
190,25.0,2024-11-29 04:42:48,RETURNED,EAST
191,281.0,2024-08-11 04:42:32,RETURNED,WEST
192,142.0,2025-03-14 05:17:31,RETURNED,EAST
193,384.0,2025-07-23 15:06:07,CANCELLED,SOUTH
194,408.0,2025-02-19 18:08:21,PLACED,NORTH
195,439.0,2026-06-12 01:50:51,SHIPPED,NORTH
196,64.0,2025-03-26 15:02:41,CANCELLED,NORTH
197,,2025-09-02 13:41:59,PLACED,EAST
198,389.0,2025-08-07 06:21:30,PLACED,NORTH
199,479.0,2025-10-11 04:15:16,DELIVERED,SOUTH
200,433.0,2026-06-06 09:16:30,DELIVERED,WEST
201,424.0,27-01-2025 20:00:11,CANCELLED,WEST
202,155.0,2026-07-06 12:13:50,PLACED,EAST
203,119.0,2025-11-06 05:00:26,DELIVERED,EAST
204,228.0,2024-11-05 16:56:43,PLACED,NORTH
205,275.0,2026-05-10 12:32:24,RETURNED,NORTH
206,425.0,2025-08-11 20:24:05,DELIVERED,EAST
207,257.0,2026-02-07 17:43:16,RETURNED,SOUTH
208,8.0,2025-03-29 12:26:54,PLACED,WEST
209,88.0,2026-02-07 07:59:08,RETURNED,EAST
210,143.0,2026-01-19 12:02:38,DELIVERED,SOUTH
211,56.0,2024-10-22 14:32:37,RETURNED,EAST
212,112.0,2024-09-21 11:32:22,RETURNED,EAST
213,348.0,2025-08-08 02:07:27,DELIVERED,EAST
214,15.0,29-03-2026 12:15:11,DELIVERED,SOUTH
215,61.0,2025-12-16 06:49:51,RETURNED,SOUTH
216,205.0,2024-09-19 18:36:52,RETURNED,EAST
217,128.0,2025-10-24 22:25:39,SHIPPED,EAST
218,164.0,2025-08-05 12:48:01,SHIPPED,EAST
219,338.0,2025-06-02 07:02:38,DELIVERED,EAST
220,442.0,2025-05-29 20:45:32,CANCELLED,WEST
221,261.0,2024-12-20 21:36:51,SHIPPED,WEST
222,462.0,2024-11-27 22:33:32,PLACED,WEST
223,,2024-10-08 03:40:54,RETURNED,SOUTH
224,361.0,22-11-2025 10:13:49,DELIVERED,SOUTH
225,24.0,2026-04-14 00:24:04,SHIPPED,NORTH
226,403.0,2026-03-22 22:45:12,RETURNED,WEST
227,165.0,2025-03-13 15:35:00,DELIVERED,EAST
228,323.0,2025-04-25 08:36:53,SHIPPED,EAST
229,70.0,2026-02-04 14:28:23,DELIVERED,WEST
230,470.0,2025-10-29 15:01:39,RETURNED,WEST
231,139.0,2025-09-13 10:59:52,CANCELLED,SOUTH
232,191.0,2025-06-15 10:47:32,PLACED,NORTH
233,24.0,2026-01-06 20:23:55,CANCELLED,WEST
234,155.0,2024-09-18 22:46:40,PLACED,EAST
235,43.0,2026-04-23 07:59:54,DELIVERED,WEST
236,273.0,2025-11-28 03:16:59,SHIPPED,NORTH
237,212.0,2025-09-03 12:58:40,RETURNED,WEST
238,376.0,2026-04-30 05:17:13,DELIVERED,WEST
239,239.0,2024-10-21 08:20:39,SHIPPED,WEST
240,191.0,2026-02-16 23:48:50,DELIVERED,NORTH
241,432.0,2024-11-30 09:15:48,CANCELLED,NORTH
242,250.0,2026-07-02 18:12:36,PLACED,SOUTH
243,313.0,2025-12-20 20:55:15,RETURNED,SOUTH
244,497.0,15-03-2025 20:15:50,CANCELLED,WEST
245,250.0,11-11-2025 18:49:26,PLACED,WEST
246,405.0,2025-02-12 17:42:05,DELIVERED,WEST
247,230.0,2025-12-11 02:13:31,DELIVERED,WEST
248,382.0,2026-03-19 22:43:09,DELIVERED,WEST
249,175.0,2024-10-18 17:08:30,SHIPPED,NORTH
250,198.0,2025-05-12 04:38:33,DELIVERED,EAST
251,41.0,2026-07-17 16:34:09,RETURNED,NORTH
252,382.0,2025-10-23 03:50:32,PLACED,NORTH
253,437.0,2024-11-27 01:03:37,SHIPPED,WEST
254,,2026-03-07 01:13:14,DELIVERED,NORTH
255,423.0,2025-03-13 12:07:19,RETURNED,SOUTH
256,283.0,2025-07-07 17:47:00,PLACED,EAST
257,67.0,2024-08-24 13:59:52,PLACED,EAST
258,191.0,2026-06-01 13:23:30,PLACED,NORTH
259,332.0,2024-09-22 18:23:39,CANCELLED,NORTH
260,151.0,2024-07-27 02:26:05,RETURNED,SOUTH
261,36.0,2024-09-20 15:58:02,CANCELLED,NORTH
262,375.0,2024-11-04 01:46:32,SHIPPED,SOUTH
263,302.0,03-06-2025 03:52:01,DELIVERED,EAST
264,,2025-02-13 13:59:00,DELIVERED,SOUTH
265,309.0,2025-05-20 22:53:36,RETURNED,WEST
266,172.0,2024-09-27 15:12:04,DELIVERED,WEST
267,391.0,2024-10-28 23:20:23,PLACED,SOUTH
268,269.0,2024-09-25 00:16:10,RETURNED,SOUTH
269,314.0,2025-06-15 14:58:29,CANCELLED,EAST
270,67.0,2025-10-15 23:07:12,CANCELLED,EAST
271,315.0,2025-11-24 17:36:47,RETURNED,EAST
272,,2024-11-13 19:32:07,DELIVERED,EAST
273,220.0,2025-08-12 05:31:25,SHIPPED,EAST
274,348.0,2025-10-24 10:06:17,RETURNED,EAST
275,308.0,2026-05-31 14:40:17,DELIVERED,NORTH
276,275.0,2026-06-09 08:44:16,RETURNED,EAST
277,238.0,2025-10-17 19:29:24,CANCELLED,EAST
278,221.0,2025-06-19 04:33:01,RETURNED,WEST
279,366.0,2024-10-23 20:25:12,CANCELLED,SOUTH
280,374.0,2024-10-27 19:21:25,PLACED,NORTH
281,234.0,2024-08-31 15:13:22,SHIPPED,EAST
282,238.0,2025-03-31 01:01:20,RETURNED,SOUTH
283,114.0,2025-03-30 22:08:12,DELIVERED,WEST
284,427.0,2025-03-23 14:54:33,DELIVERED,EAST
285,134.0,2026-07-06 08:52:05,DELIVERED,NORTH
286,69.0,2025-02-26 23:47:02,CANCELLED,WEST
287,134.0,2026-05-15 00:22:00,CANCELLED,EAST
288,19.0,2024-10-12 05:58:56,DELIVERED,EAST
289,9.0,2025-02-04 19:27:53,RETURNED,SOUTH
290,79.0,2026-04-28 17:06:58,CANCELLED,WEST
291,329.0,2026-05-22 15:07:40,RETURNED,WEST
292,104.0,2024-09-18 14:59:59,DELIVERED,SOUTH
293,175.0,2026-03-20 16:55:20,DELIVERED,NORTH
294,10.0,2025-06-18 07:35:44,SHIPPED,SOUTH
295,256.0,2024-10-18 21:01:41,PLACED,WEST
296,85.0,2025-05-05 10:22:38,SHIPPED,WEST
297,209.0,2025-06-18 17:01:34,CANCELLED,WEST
298,176.0,2025-09-30 05:07:53,DELIVERED,SOUTH
299,494.0,2024-11-07 08:22:18,SHIPPED,WEST
300,246.0,2025-06-10 00:19:01,CANCELLED,WEST
301,119.0,2024-11-20 16:25:27,CANCELLED,EAST
302,473.0,2025-09-30 11:54:20,CANCELLED,SOUTH
303,222.0,2024-08-26 23:11:20,RETURNED,EAST
304,,2025-09-01 05:59:55,PLACED,SOUTH
305,361.0,2026-05-07 13:13:56,CANCELLED,WEST
306,118.0,2025-10-22 22:24:44,DELIVERED,EAST
307,353.0,2025-06-28 19:28:09,SHIPPED,WEST
308,268.0,2025-04-02 18:15:47,RETURNED,SOUTH
309,199.0,2026-02-16 03:52:28,RETURNED,WEST
310,279.0,2026-02-12 12:37:05,CANCELLED,EAST
311,,2025-11-05 08:40:27,PLACED,WEST
312,355.0,2025-02-21 02:54:58,PLACED,SOUTH
313,302.0,2024-08-01 20:10:17,DELIVERED,EAST
314,435.0,2024-11-02 16:00:27,PLACED,EAST
315,296.0,2026-07-03 11:29:46,PLACED,WEST
316,473.0,2024-09-19 06:49:27,DELIVERED,SOUTH
317,311.0,2026-07-16 17:46:08,CANCELLED,EAST
318,7.0,2026-03-24 07:24:25,DELIVERED,SOUTH
319,57.0,2026-06-01 20:40:29,RETURNED,EAST
320,349.0,2026-06-20 01:12:56,PLACED,NORTH
321,273.0,2025-09-01 17:20:18,RETURNED,NORTH
322,389.0,2026-02-15 09:26:03,PLACED,WEST
323,59.0,2024-09-28 09:06:14,CANCELLED,EAST
324,,2025-12-26 23:25:42,SHIPPED,NORTH
325,,2026-03-30 18:49:57,CANCELLED,WEST
326,195.0,23-03-2026 01:28:02,SHIPPED,EAST
327,56.0,2026-03-08 19:34:06,CANCELLED,WEST
328,13.0,2025-09-15 19:21:43,SHIPPED,WEST
329,367.0,2025-07-03 13:28:09,SHIPPED,NORTH
330,483.0,2026-06-24 14:00:50,SHIPPED,EAST
331,393.0,2026-03-11 04:56:53,CANCELLED,EAST
332,1.0,2025-05-22 05:19:38,PLACED,EAST
333,402.0,2026-04-06 16:53:06,CANCELLED,EAST
334,282.0,2026-04-07 00:04:02,PLACED,SOUTH
335,417.0,2026-03-31 03:07:49,PLACED,WEST
336,11.0,2025-02-27 14:21:08,RETURNED,WEST
337,140.0,2025-12-09 15:15:04,PLACED,SOUTH
338,452.0,2025-06-14 09:49:45,PLACED,SOUTH
339,126.0,2025-03-08 16:22:55,DELIVERED,NORTH
340,288.0,2025-03-06 21:10:09,DELIVERED,NORTH
341,344.0,2025-03-17 08:55:13,RETURNED,WEST
342,,2025-01-20 17:08:16,DELIVERED,WEST
343,191.0,2024-12-10 23:56:42,RETURNED,NORTH
344,287.0,2025-01-06 00:27:35,DELIVERED,NORTH
345,118.0,2025-04-14 00:52:25,RETURNED,NORTH
346,201.0,2026-02-05 08:02:17,RETURNED,NORTH
347,455.0,2024-11-07 06:58:08,RETURNED,SOUTH
348,418.0,2025-02-12 18:00:12,CANCELLED,NORTH
349,,2025-11-23 07:49:37,SHIPPED,EAST
350,351.0,2025-07-23 16:41:04,CANCELLED,SOUTH
351,215.0,2025-09-20 00:49:45,DELIVERED,WEST
352,474.0,2025-01-04 06:07:40,RETURNED,EAST
353,368.0,2024-08-18 08:11:49,DELIVERED,NORTH
354,196.0,2024-08-15 06:04:17,DELIVERED,SOUTH
355,253.0,2025-03-11 03:50:18,PLACED,NORTH
356,484.0,2024-11-17 19:28:05,SHIPPED,NORTH
357,232.0,2025-02-02 08:43:18,CANCELLED,SOUTH
358,229.0,2025-06-03 05:09:17,DELIVERED,SOUTH
359,207.0,2025-08-04 23:36:45,DELIVERED,SOUTH
360,217.0,14-06-2025 05:04:00,SHIPPED,WEST
361,417.0,2026-04-28 15:48:53,CANCELLED,WEST
362,489.0,2024-09-18 23:56:14,CANCELLED,SOUTH
363,373.0,2025-11-14 08:05:54,DELIVERED,WEST
364,48.0,2026-03-26 23:25:00,CANCELLED,EAST
365,379.0,2024-07-30 15:25:47,CANCELLED,WEST
366,379.0,2025-10-11 01:12:05,PLACED,NORTH
367,285.0,2026-05-07 20:21:23,PLACED,SOUTH
368,32.0,2026-06-27 06:00:24,RETURNED,EAST
369,239.0,2025-01-26 15:25:11,DELIVERED,SOUTH
370,17.0,2026-01-12 17:06:03,DELIVERED,SOUTH
371,333.0,2024-12-31 02:01:15,RETURNED,NORTH
372,101.0,2025-03-19 06:21:01,RETURNED,EAST
373,410.0,2025-07-10 05:40:11,CANCELLED,NORTH
374,58.0,2025-08-10 02:24:53,RETURNED,SOUTH
375,106.0,2025-11-16 11:49:07,CANCELLED,EAST
376,472.0,2025-09-05 06:40:05,SHIPPED,NORTH
377,194.0,2025-02-11 04:46:39,DELIVERED,SOUTH
378,107.0,2025-01-22 01:10:02,DELIVERED,EAST
379,312.0,2025-10-11 03:33:53,PLACED,SOUTH
380,302.0,2024-11-28 05:24:25,RETURNED,NORTH
381,476.0,2025-06-14 04:11:54,SHIPPED,EAST
382,162.0,2025-08-17 13:15:22,SHIPPED,SOUTH
383,23.0,2026-01-28 01:53:50,SHIPPED,SOUTH
384,,2024-11-02 13:19:38,PLACED,NORTH
385,188.0,2026-02-25 09:34:54,CANCELLED,WEST
386,361.0,2025-08-28 13:39:17,SHIPPED,SOUTH
387,454.0,2025-11-15 23:51:30,RETURNED,NORTH
388,267.0,2026-05-28 03:53:49,RETURNED,SOUTH
389,356.0,2025-06-12 21:20:58,DELIVERED,NORTH
390,79.0,2026-05-01 22:32:28,RETURNED,SOUTH
391,334.0,2026-03-04 18:44:59,PLACED,SOUTH
392,297.0,2026-04-24 20:11:42,RETURNED,NORTH
393,249.0,2025-01-19 06:01:06,DELIVERED,WEST
394,169.0,2025-03-01 03:51:00,RETURNED,WEST
395,225.0,01-04-2026 15:51:54,CANCELLED,SOUTH
396,135.0,2025-05-30 02:01:49,CANCELLED,NORTH
397,184.0,2025-03-15 13:51:57,DELIVERED,NORTH
398,176.0,2026-05-23 18:44:57,CANCELLED,WEST
399,44.0,2025-10-08 23:57:30,PLACED,WEST
400,356.0,2024-09-27 11:55:37,CANCELLED,NORTH
401,351.0,2026-06-06 21:16:26,DELIVERED,WEST
402,152.0,2025-12-04 19:24:45,RETURNED,NORTH
403,,2026-04-18 23:30:13,PLACED,SOUTH
404,347.0,2026-06-20 19:04:08,DELIVERED,WEST
405,420.0,2025-01-11 04:48:25,DELIVERED,SOUTH
406,491.0,2025-03-21 05:16:21,PLACED,WEST
407,306.0,2026-05-25 11:34:24,SHIPPED,SOUTH
408,471.0,2024-12-01 08:19:50,PLACED,EAST
409,444.0,28-09-2024 06:34:59,DELIVERED,WEST
410,320.0,2025-08-06 20:30:47,DELIVERED,SOUTH
411,29.0,2025-02-28 16:37:39,DELIVERED,SOUTH
412,345.0,2026-04-04 15:46:32,PLACED,EAST
413,428.0,2025-04-24 22:47:29,DELIVERED,SOUTH
414,,2026-04-04 07:59:46,CANCELLED,EAST
415,251.0,2026-02-14 04:09:48,PLACED,SOUTH
416,370.0,2024-08-23 22:21:41,DELIVERED,WEST
417,161.0,2025-02-23 16:54:25,RETURNED,NORTH
418,120.0,2024-12-21 03:26:26,RETURNED,EAST
419,442.0,2024-12-17 00:16:51,PLACED,NORTH
420,367.0,22-01-2025 03:32:58,PLACED,EAST
421,289.0,2026-04-09 01:02:20,SHIPPED,SOUTH
422,222.0,2025-08-15 16:46:01,DELIVERED,SOUTH
423,234.0,2024-11-19 21:21:35,CANCELLED,SOUTH
424,449.0,2026-06-29 06:54:55,CANCELLED,WEST
425,463.0,2026-03-21 21:10:17,PLACED,EAST
426,246.0,2025-10-04 13:37:57,CANCELLED,EAST
427,192.0,2026-04-09 00:45:31,PLACED,SOUTH
428,395.0,25-10-2024 01:39:16,PLACED,SOUTH
429,215.0,2026-06-09 04:11:35,PLACED,SOUTH
430,427.0,2024-08-08 20:56:53,DELIVERED,SOUTH
431,492.0,2025-04-17 12:01:07,RETURNED,WEST
432,471.0,2025-06-08 21:18:30,CANCELLED,WEST
433,452.0,2024-08-06 23:18:41,CANCELLED,WEST
434,395.0,2025-02-02 00:20:40,CANCELLED,WEST
435,228.0,2026-05-22 19:34:55,CANCELLED,SOUTH
436,175.0,2026-06-10 15:17:07,PLACED,EAST
437,,2024-08-02 23:58:27,RETURNED,NORTH
438,,2024-11-02 03:12:33,RETURNED,EAST
439,223.0,2025-01-06 10:57:58,RETURNED,NORTH
440,436.0,2024-10-20 12:56:34,CANCELLED,EAST
441,43.0,2024-12-03 19:31:23,DELIVERED,WEST
442,412.0,2024-08-07 13:24:01,PLACED,SOUTH
443,425.0,2025-11-22 09:11:56,RETURNED,WEST
444,461.0,2025-10-19 04:14:18,CANCELLED,SOUTH
445,307.0,2025-09-17 22:36:28,CANCELLED,WEST
446,23.0,2026-01-24 23:00:37,SHIPPED,NORTH
447,443.0,2026-04-26 13:20:24,PLACED,NORTH
448,469.0,2025-10-12 21:56:22,RETURNED,EAST
449,431.0,2025-11-24 18:35:12,CANCELLED,EAST
450,433.0,2024-11-14 09:16:16,DELIVERED,SOUTH
451,381.0,2024-07-24 05:28:12,DELIVERED,WEST
452,395.0,2025-12-01 19:44:06,DELIVERED,NORTH
453,153.0,2026-06-20 06:55:11,CANCELLED,SOUTH
454,251.0,2025-02-17 05:50:10,CANCELLED,EAST
455,105.0,2025-03-14 03:37:42,PLACED,NORTH
456,371.0,2026-04-17 15:02:36,DELIVERED,WEST
457,346.0,2026-03-17 07:34:17,CANCELLED,WEST
458,190.0,2024-08-11 02:57:49,SHIPPED,WEST
459,336.0,2026-01-18 05:40:15,PLACED,SOUTH
460,496.0,2024-08-24 06:22:44,SHIPPED,NORTH
461,343.0,2025-08-26 09:02:02,DELIVERED,NORTH
462,142.0,2025-07-09 01:12:04,DELIVERED,EAST
463,332.0,2025-07-29 15:27:29,SHIPPED,EAST
464,,2025-09-27 22:18:19,CANCELLED,SOUTH
465,283.0,2025-04-06 02:36:32,PLACED,EAST
